"GeneID"	"logFC"	"logCPM"	"F"	"PValue"	"FDR"
"AC130713.1"	-1.85983341189849	-2.03831477608324	0.842298510820599	0.358741259168571	1
"Gm22353"	-1.85983341189849	-2.03831477608324	0.842298510820599	0.358741259168571	1
"Abra"	-1.85983341189849	-2.03831477608324	0.842298510820599	0.358741259168571	1
"AC140799.1"	-1.85983341189849	-2.03831477608324	0.842298510820599	0.358741259168571	1
"AC133076.2"	-1.85983341189849	-2.03831477608324	0.842298510820599	0.358741259168571	1
"Lrrc6"	-1.85983341189849	-2.03831477608324	0.842298510820599	0.358741259168571	1
"Col22a1"	-1.85983341189849	-2.03831477608324	0.842298510820599	0.358741259168571	1
"Gml"	-1.85983341189849	-2.03831477608324	0.842298510820599	0.358741259168571	1
"Npcd"	-1.85983341189849	-2.03831477608324	0.842298510820599	0.358741259168571	1
"Gm10923"	-1.85983341189849	-2.03831477608324	0.842298510820599	0.358741259168571	1
"Gm23517"	-1.85983341189849	-2.03831477608324	0.842298510820599	0.358741259168571	1
"Gm25183"	-1.85983341189849	-2.03831477608324	0.842298510820599	0.358741259168571	1
"Gm5808"	-1.85983341189849	-2.03831477608324	0.842298510820599	0.358741259168571	1
"AC104834.1"	-1.85983341189849	-2.03831477608324	0.842298510820599	0.358741259168571	1
"Sp7"	-1.85983341189849	-2.03831477608324	0.842298510820599	0.358741259168571	1
"Gm43786"	-1.85983341189849	-2.03831477608324	0.842298510820599	0.358741259168571	1
"Rimbp3"	-1.85983341189849	-2.03831477608324	0.842298510820599	0.358741259168571	1
"Gp1bb"	-1.85983341189849	-2.03831477608324	0.842298510820599	0.358741259168571	1
"Retnlg"	-1.85983341189849	-2.03831477608324	0.842298510820599	0.358741259168571	1
"Gm30790"	-1.85983341189849	-2.03831477608324	0.842298510820599	0.358741259168571	1
"Chodl"	-1.85983341189849	-2.03831477608324	0.842298510820599	0.358741259168571	1
"Gm9881"	-1.85983341189849	-2.03831477608324	0.842298510820599	0.358741259168571	1
"Rnu6"	-1.85983341189849	-2.03831477608324	0.842298510820599	0.358741259168571	1
"Vmn2r99"	-1.85983341189849	-2.03831477608324	0.842298510820599	0.358741259168571	1
"AC154766.1"	-1.85983341189849	-2.03831477608324	0.842298510820599	0.358741259168571	1
"Cldn9"	-1.85983341189849	-2.03831477608324	0.842298510820599	0.358741259168571	1
"Gm22420"	-1.85983341189849	-2.03831477608324	0.842298510820599	0.358741259168571	1
"Gm16191"	-1.85983341189849	-2.03831477608324	0.842298510820599	0.358741259168571	1
"Gm16194"	-1.85983341189849	-2.03831477608324	0.842298510820599	0.358741259168571	1
"Gm25049"	-1.85983341189849	-2.03831477608324	0.842298510820599	0.358741259168571	1
"Gm38099"	-1.85983341189849	-2.03831477608324	0.842298510820599	0.358741259168571	1
"Gm22201"	-1.85983341189849	-2.03831477608324	0.842298510820599	0.358741259168571	1
"Olfr55"	-1.85983341189849	-2.03831477608324	0.842298510820599	0.358741259168571	1
"Mir219c"	-1.85983341189849	-2.03831477608324	0.842298510820599	0.358741259168571	1
"Stk19-ps1"	-1.85983341189849	-2.03831477608324	0.842298510820599	0.358741259168571	1
"Ly6g6f"	-1.85983341189849	-2.03831477608324	0.842298510820599	0.358741259168571	1
"Ly6g5c"	-1.85983341189849	-2.03831477608324	0.842298510820599	0.358741259168571	1
"Gm18733"	-1.85983341189849	-2.03831477608324	0.842298510820599	0.358741259168571	1
"Gm20545"	-1.85983341189849	-2.03831477608324	0.842298510820599	0.358741259168571	1
"Olfr96"	-1.85983341189849	-2.03831477608324	0.842298510820599	0.358741259168571	1
"Olfr101"	-1.85983341189849	-2.03831477608324	0.842298510820599	0.358741259168571	1
"Ptcra"	-1.85983341189849	-2.03831477608324	0.842298510820599	0.358741259168571	1
"Pgc"	-1.85983341189849	-2.03831477608324	0.842298510820599	0.358741259168571	1
"Tspo2"	-1.85983341189849	-2.03831477608324	0.842298510820599	0.358741259168571	1
"Gm26291"	-1.85983341189849	-2.03831477608324	0.842298510820599	0.358741259168571	1
"Gm26547"	-1.85983341189849	-2.03831477608324	0.842298510820599	0.358741259168571	1
"Pdzph1"	-1.85983341189849	-2.03831477608324	0.842298510820599	0.358741259168571	1
"Txndc2"	-1.85983341189849	-2.03831477608324	0.842298510820599	0.358741259168571	1
"Akain1"	-1.85983341189849	-2.03831477608324	0.842298510820599	0.358741259168571	1
"Gm4064"	-1.85983341189849	-2.03831477608324	0.842298510820599	0.358741259168571	1
"4930426D05Rik"	-1.85983341189849	-2.03831477608324	0.842298510820599	0.358741259168571	1
"AC163102.1"	-1.85983341189849	-2.03831477608324	0.842298510820599	0.358741259168571	1
"Mir143"	-1.85983341189849	-2.03831477608324	0.842298510820599	0.358741259168571	1
"Rax"	-1.85983341189849	-2.03831477608324	0.842298510820599	0.358741259168571	1
"Tbx10"	-1.85983341189849	-2.03831477608324	0.842298510820599	0.358741259168571	1
"Ms4a13"	-1.85983341189849	-2.03831477608324	0.842298510820599	0.358741259168571	1
"Kcnv2"	-1.85983341189849	-2.03831477608324	0.842298510820599	0.358741259168571	1
"Pkd2l1"	-1.85983341189849	-2.03831477608324	0.842298510820599	0.358741259168571	1
"Gm22365"	-1.85983341189849	-2.03831477608324	0.842298510820599	0.358741259168571	1
"Ksr2"	-0.391518278984473	0.732424566929046	0.841806772921782	0.358881580507879	1
"Abcb8"	-0.148062973141008	5.31067758159635	0.841719759370507	0.358906418380733	1
"Klhl42"	0.17534393784617	3.82794546362595	0.841417094744484	0.358992831911642	1
"Hbegf"	0.527842967998812	-0.0630278795686762	0.841316967001829	0.359021425602159	1
"Mkrn2"	-0.148218899099231	6.37138811819513	0.840868320638417	0.359149584969729	1
"Pkd1l1"	1.17964928134147	-1.48893828931935	0.840666051427547	0.359207385349418	1
"Gm44421"	-0.291561852772424	1.79761941875073	0.840616170143497	0.359221641375315	1
"Sgta"	-0.148188944771455	6.3965123317026	0.839629648442779	0.359503748433573	1
"1190002N15Rik"	-0.147575204084018	5.3400863471705	0.839359571063398	0.35958254318497	1
"Wdr75"	0.168002398595709	4.06583879862425	0.839346396815871	0.359584803789494	1
"Npr3"	-0.312159588757349	1.57339474793982	0.839463809891902	0.359588690108072	1
"Rab27b"	-0.399404441760737	0.671843817529427	0.839275452059263	0.35960510929825	1
"Soga1"	0.348599093721814	1.11789758224343	0.839190198822015	0.359629512208185	1
"Adap2"	0.14668534883932	5.82964557693865	0.839022500350989	0.359677520917795	1
"Podn"	-0.241236197708172	2.53194409605838	0.838718646131808	0.359764530768874	1
"Clec3b"	-1.18242494113677	-1.48839148077803	0.838383072176513	0.359860657373553	1
"Sgcb"	0.318920364195586	1.46458495669753	0.838136296617891	0.359931369865126	1
"Tcrg-C2"	-0.92547806936984	-1.15371492885609	0.837647124902619	0.360071596524274	1
"Ugt2a3"	0.152898039923269	7.64564301847051	0.837398092492006	0.360143013415748	1
"Gm4925"	-1.18142381097979	-1.48685323509402	0.837373033801161	0.360150200764864	1
"Man2b1"	-0.148295340464068	6.50713641720403	0.83713840158741	0.360217507708782	1
"Gm29017"	-0.147863433847652	5.26942530931843	0.836854922887812	0.360298849946854	1
"Gm44697"	-1.18123618931406	-1.48825793498825	0.836842288360967	0.3603024759254	1
"Ube2o"	0.165459993975598	4.1454415595997	0.836707546132434	0.360341148679096	1
"Spag4"	-0.43665907752387	0.410845484119696	0.836577152630013	0.360378578738248	1
"Rps3a2"	0.362378005997432	0.973520369953206	0.836516227987062	0.360396069275763	1
"Gm26594"	-0.924591065750102	-1.15242299374598	0.836480183139625	0.360406417753494	1
"Colq"	-1.18023059869407	-1.48671957043881	0.83582713606141	0.360593978546338	1
"Smap1"	-0.148464959739076	5.17427346628358	0.835703371338504	0.360629540012783	1
"C530008M17Rik"	-0.739060385133694	-0.785405576889497	0.834959166724561	0.360851218603991	1
"Snu13"	-0.159641271252682	4.38526403310592	0.834468001551355	0.360984765418048	1
"Gm15849"	1.17439812957221	-1.48959328203321	0.833596543510231	0.361235639811598	1
"A730049H05Rik"	-0.551712347904425	-0.183303797068868	0.833290428217218	0.361323821023012	1
"Gm17949"	-0.737898809193635	-0.782217326466353	0.833171095340283	0.361358204735395	1
"4933423P22Rik"	-0.779013123720317	-0.884653773309165	0.833108402785172	0.36137807662298	1
"Commd3"	-0.147768762443826	5.23395016314673	0.83284188188483	0.361453085328454	1
"Gpr180"	-0.150429182796023	4.91381504990836	0.832654833763992	0.36150700863468	1
"Gm15927"	0.178128143656339	3.71539802286136	0.831725185183657	0.361775177830678	1
"1700034H15Rik"	0.312626229744072	1.5402869833184	0.831563664734551	0.361823132036161	1
"Smarca5"	0.150716422671829	4.86811860467648	0.831501050641953	0.361839873423417	1
"Gdpd3"	-0.35988345230121	0.990948836959103	0.830971163059519	0.361992887007499	1
"Gm13412"	-1.17640135521204	-1.48914000179212	0.830295614542475	0.362188092117866	1
"AC166349.1"	-1.17640135521204	-1.48914000179212	0.830295614542475	0.362188092117866	1
"Spcs3"	0.146618693172434	5.36502440674461	0.829379989672358	0.362452901322239	1
"Gm14379"	-1.17566242342309	-1.48896737979691	0.829303585561852	0.362475010354436	1
"Fabp12"	-1.17566242342309	-1.48896737979691	0.829303585561852	0.362475010354436	1
"Gm6169"	-1.17566242342309	-1.48896737979691	0.829303585561852	0.362475010354436	1
"Serpina16"	-1.17566242342309	-1.48896737979691	0.829303585561852	0.362475010354436	1
"Kng2"	0.154951709842188	8.32354924192227	0.829231484110444	0.362495876036306	1
"Ckmt1"	-1.17521258519134	-1.48900651397156	0.828762486040604	0.362631641479824	1
"Rnf17"	-1.17521258519134	-1.48900651397156	0.828762486040604	0.362631641479824	1
"Tmem231"	-0.920187572110777	-1.15444790453904	0.828319853071165	0.362759839215322	1
"AC137871.4"	-1.17447290113717	-1.48883387760429	0.827770423289655	0.362919055156141	1
"Khsrp"	0.147214538001388	5.24906174507345	0.827673125622782	0.36294726052609	1
"Trhde"	0.3854451614236	0.756201228144701	0.827308615972784	0.363052954233855	1
"Nr2c2ap"	-0.159974720927997	4.33595918913966	0.82677037995019	0.363209099694601	1
"Rsg1"	-0.549807140452284	-0.187772406613477	0.826751030130508	0.363214714920937	1
"Trmt11"	0.216966152276172	2.9107583138831	0.826143911453515	0.363390958885891	1
"Ccnh"	-0.148580032362646	5.05566428889672	0.82609988997037	0.363403742733207	1
"Rcc2"	0.149156411347629	4.98429064984527	0.825615088744613	0.363544570259341	1
"Gpc4"	0.146237409876573	5.38508806172167	0.825304584595907	0.363634806745382	1
"Slc16a2"	0.150391376701119	7.33978169181449	0.825186030726882	0.363669268193465	1
"Rbbp4"	0.146984776564425	6.43204722676831	0.824872416805491	0.363760451831261	1
"Atg4d"	-0.145977172162718	5.46182274259932	0.824071681737145	0.363993410103364	1
"Zfp750"	0.182005342361046	3.59423049853392	0.823306205060224	0.364217919153676	1
"Msrb3"	0.186251755005883	3.50301691363495	0.82315456483147	0.364260481173613	1
"Fnip1"	0.145232428778402	5.84412911730841	0.822884539970972	0.364339166058856	1
"Josd1"	0.145785253358637	5.48998106959741	0.822857784407497	0.364346963875914	1
"Nubpl"	0.193546670627415	3.34662279226695	0.822824952762401	0.364356532861865	1
"Maats1"	-1.17084108050416	-1.48984908692999	0.822809114740459	0.364361149075709	1
"Gm28055"	-0.494197133592451	0.0614266278185669	0.822805666908106	0.364364981213997	1
"Gm37637"	-0.48299645720453	0.122687093142094	0.822602020076699	0.364421517176384	1
"Brcc3"	0.154360190002729	4.58960639331762	0.822208690294789	0.364536210960712	1
"Epha7"	-0.310012739752088	1.54723277362921	0.822201400113744	0.364538337227484	1
"Bin1"	0.167886427890917	4.00835334120378	0.82218190338466	0.364544023761499	1
"Pkd2l2"	0.154740365419902	4.56892285712559	0.822157967395502	0.364551005244984	1
"Mup-ps10"	-0.810210232717438	1.95161779363834	0.971680321101769	0.364572259978115	1
"Rita1"	-0.266924007558873	2.07646830258803	0.821749551378244	0.364670157743132	1
"Stk11ip"	-0.170836219644741	3.90518716517216	0.821457684847781	0.364755340802278	1
"Scfd1"	0.149237198549565	4.93346449925945	0.821459349945179	0.364757529505853	1
"Gm26203"	0.847029373419214	-1.03779971706431	0.821338061146316	0.364791919559664	1
"Gm37294"	-1.16965228715477	-1.48971565285804	0.821283138512963	0.364806296406256	1
"Grid2ip"	-1.16936096277568	-1.48835129874512	0.821224415825325	0.364823441635927	1
"Socs4"	0.163726069606242	4.15098881698542	0.821033273732067	0.364879257015999	1
"Efcab5"	-0.547497437163844	-0.183736929323391	0.820707364572513	0.364974453001318	1
"Gm15270"	-0.314583055211271	1.47686611521997	0.820390756133833	0.365070716541796	1
"Lif"	-1.16891083227505	-1.48954309236947	0.820293597814774	0.365095361222371	1
"Gm39363"	-1.16831754472768	-1.48681302034512	0.820164886194978	0.365132983811539	1
"Bak1"	-0.156521322305765	4.46741511396865	0.82015249140833	0.36513660710891	1
"Gm26892"	-0.915414792543889	-1.15376532284807	0.820139059477501	0.365140533644995	1
"Gm11099"	0.846435994064858	-1.03941159471659	0.819866505587089	0.365220221557107	1
"Grin2d"	-0.148780234419674	4.96825917628673	0.81985713274027	0.365222962370837	1
"Gm18391"	-1.16846274623831	-1.4895822086054	0.81975761297693	0.365252065760948	1
"Gigyf1"	0.144991609887644	5.82390690095719	0.81955447350177	0.365311481502453	1
"Nmrk1"	-0.145401996346618	5.53950779649235	0.819460174272805	0.365339067394545	1
"Rap2c"	-0.145643165311215	5.40594353172676	0.819238666103037	0.365403877805319	1
"Npy1r"	-1.1680148662439	-1.48962132326476	0.81922201381146	0.365408750693545	1
"A730015C16Rik"	0.203915419675534	3.13251848091446	0.818147917040124	0.365723249447112	1
"Ppic"	-0.279144877375973	1.90221852067465	0.818031765366548	0.365757281495153	1
"Apobec3"	-0.226562848931612	2.73783071618316	0.817435852446119	0.365931951069687	1
"2310033P09Rik"	-0.181337892598999	3.60496380119568	0.817319953932509	0.365969630025346	1
"Cib3"	0.311695376775356	1.83039465856314	0.822886806056174	0.365995533558756	1
"Cdh6"	0.84480422451432	-1.03821987868107	0.81714904001228	0.366016060656761	1
"Gm46379"	-0.913446656619153	-1.1523429593737	0.817146797632414	0.366016718354721	1
"Itga8"	-0.219138193262591	2.85199758845969	0.817018362065132	0.366054391698671	1
"Prim1"	0.300896546486982	1.6424306267729	0.816836336050126	0.366107793670126	1
"Gm2174"	-0.91329315585538	-1.15350458917	0.816543539049241	0.366193715817703	1
"Car8"	0.145371376076379	6.13933859331583	0.816522620714592	0.366199855436041	1
"Hspa4"	0.148518334934825	7.09241255321353	0.816401417990238	0.366235431752502	1
"Slc4a10"	-0.629374824125864	-0.491649920638929	0.816362586113443	0.366246830985651	1
"Cyb5r4"	0.151314892823311	4.72664651152422	0.816300747232817	0.366264985021732	1
"Padi2"	0.585888405056962	-0.346831103495964	0.816216994413029	0.36628957432282	1
"Prmt2"	-0.396089222095526	0.652563054709732	0.816111639149486	0.366320509219693	1
"Gm36198"	0.666912683957549	-0.610938779142492	0.814767552160711	0.366715484714153	1
"Gm10418"	0.843546144787695	-1.03830673521287	0.814725317007552	0.366727905582672	1
"Mfsd13b"	-1.16424860960991	-1.489021571799	0.814314528486499	0.366848744203977	1
"Snx4"	0.148149579799218	4.97925968920063	0.81414783199454	0.366897795852578	1
"Apc2"	0.567418793327484	-0.278916067850168	0.814110981896379	0.366908640490076	1
"Wdr11"	0.14496978963494	5.49455200539552	0.814105759418028	0.366910177452385	1
"Ddx11"	0.19589178482306	3.27705989236798	0.813862675438228	0.36698172635662	1
"Clec4e"	-1.1641037034662	-1.49042450813131	0.81385813615949	0.36698306262415	1
"Gm35028"	-1.1641037034662	-1.49042450813131	0.81385813615949	0.36698306262415	1
"Rrad"	-1.16365755770895	-1.4904635965111	0.813326653674625	0.367139566554641	1
"9230111E07Rik"	-0.728559038112242	-0.78084138094881	0.812945613366163	0.367251827344441	1
"Lrrc74b"	-1.16274350828259	-1.48752305336672	0.812704463495743	0.367322898741097	1
"Gm13710"	0.453354409863618	0.269849638077284	0.812356107914994	0.367428258098714	1
"Rnft2"	-1.16260726778031	-1.48892720974241	0.812257100024517	0.367454795791749	1
"Kirrel3os"	-1.16260726778031	-1.48892720974241	0.812257100024517	0.367454795791749	1
"Tgm4"	-0.273693923001706	1.95927284236749	0.811734023261942	0.367609099043998	1
"Trp53inp2"	0.150318509858125	7.60348077186257	0.811528006178183	0.367671066258557	1
"Npl"	0.461168989355334	0.220053495379424	0.811470908589233	0.367686749716459	1
"Bicdl1"	-0.311710062553083	1.4997812644476	0.811449899878754	0.367692950811793	1
"Slc25a43"	-0.910568470055868	-1.15583017996733	0.811372763412299	0.367715720261821	1
"AC124426.1"	0.693137870028844	-0.693157829090805	0.811171578241721	0.367775116129443	1
"Gm13772"	0.692877993604057	-0.690294303122316	0.811080610194709	0.367801976992195	1
"Fbp2"	-0.530716043847644	-0.120578316441351	0.810901753793296	0.367854797307884	1
"Cdkl4"	0.298793272953401	1.65669090221343	0.810886517752349	0.367859297340832	1
"AC125087.1"	0.726146917259287	-0.780962065946196	0.810694157302609	0.367918666636461	1
"Ift80"	-0.241538236306975	2.45017326220066	0.810614687665401	0.367939596444344	1
"Safb2"	0.147748075259439	7.0367138517271	0.810602613911842	0.367943163618596	1
"Fpr3"	-0.90966431665417	-1.15453971301929	0.810183316932364	0.36806707419553	1
"Tox3"	-0.909635566614574	-1.15591294758503	0.809885710321663	0.368155058078029	1
"Phgdh"	-0.449978831653334	0.278644503593388	0.80951102814174	0.368265870057015	1
"Gm830"	-0.603620367698686	-0.415159666615994	0.808948600344889	0.368432294800436	1
"Mefv"	-0.558397756608682	-0.247073636065272	0.808328741537537	0.368615834893567	1
"G730013B05Rik"	-0.529818953023238	-0.121548908704333	0.807999799721315	0.368713286205987	1
"Mfap2"	-1.15975567517071	-1.49126640663236	0.807998879597385	0.368713558849433	1
"Gm13205"	-1.15931125668705	-1.49130546876059	0.807471480667595	0.368869879500932	1
"Gm13831"	-1.15931125668705	-1.49130546876059	0.807471480667595	0.368869879500932	1
"Net1"	-0.145307508905628	6.39666925727738	0.807373415169884	0.368898956215807	1
"Galnt10"	-0.222504925039454	2.77815738989261	0.80722004124901	0.368944438444209	1
"Gm9750"	0.351717106197292	1.01281701256659	0.806862663573205	0.369053141135322	1
"C230062I16Rik"	-0.375330262796935	0.802317101797088	0.806809118698077	0.36906633385884	1
"Ppil3"	-0.201695457198749	3.14973481366663	0.806577740359751	0.36913499424707	1
"Cog8"	-0.151459811473178	4.67098015576277	0.806462397512257	0.369169228317481	1
"Abcf3"	0.143904419004985	5.77927669242141	0.806413340293867	0.369183789973644	1
"Dmrt2"	-1.15825183381648	-1.4897698265753	0.806390683500786	0.369190515460565	1
"Gnrh1"	-0.338237606603519	1.16536472064077	0.806126962460854	0.369269998095583	1
"Lrrn2"	-1.15812242058197	-1.49117214626149	0.805960219769783	0.369318327592772	1
"1810041L15Rik"	-1.15812242058197	-1.49117214626149	0.805960219769783	0.369318327592772	1
"Gm44037"	-1.15780571061713	-1.48980893562986	0.805861555849275	0.369347631302191	1
"Vdac3"	-0.144156987516757	6.04112170446886	0.805831386782892	0.369356592322178	1
"Pecam1"	0.172272537083337	3.80238062546581	0.805496994359958	0.369455936109592	1
"Igsf9"	-0.529195947262835	-0.126000142246016	0.805339528027531	0.369502730273461	1
"Cox8b"	-1.15718118962794	-1.48823280222554	0.805298525776725	0.369514916239983	1
"Gm26861"	-1.15705853556365	-1.48963638552275	0.804874509649435	0.369640967693052	1
"Frmpd4"	-1.15673314914636	-1.48827195987694	0.804767282585094	0.369672853633103	1
"Gm30382"	-1.15661241701485	-1.48967549875816	0.804345860175765	0.369798208490484	1
"Dtnbos"	0.83854671954067	-1.04201155202535	0.804331165087356	0.36980435299441	1
"Polr3c"	0.150404391100349	4.71794316581503	0.804099819973605	0.369871422159729	1
"Ccdc88b"	-0.272501763422575	1.95521315400873	0.803866693827533	0.369940811667343	1
"Izumo1"	0.837558523338547	-1.03775073996403	0.803728678696451	0.369981900135003	1
"Gm16793"	0.49264933140301	0.0411851360396452	0.803533733308588	0.370039948145389	1
"4930481A15Rik"	-0.172648661163288	3.78637611441292	0.803206009671604	0.370137561562573	1
"Lrch2"	-0.90545316111158	-1.15540258983283	0.802831870972363	0.370249043745361	1
"Gm38910"	-0.905345077726632	-1.15381571629244	0.802812360983532	0.37025485842534	1
"Gm4617"	0.233442589050108	2.58380765965981	0.802142128535196	0.370454689236696	1
"Gm42595"	-0.407736143359587	0.544741606787813	0.801979828426879	0.370503101886792	1
"Ccdc142os"	-0.211898392484164	2.9443593419016	0.80172980936724	0.37057769758009	1
"Gm26695"	-0.233354130301903	2.58691518364549	0.801663042661946	0.370597621641589	1
"Rnf123"	-0.150424568053677	7.83232253399763	0.801646794899617	0.370602470413345	1
"Pde8b"	-0.305866424519712	1.55972846670026	0.801628666038329	0.37060788066041	1
"Ints3"	0.147225071378094	4.95617846553997	0.801493594268775	0.370648193978582	1
"Gm19744"	-0.723701513371146	-0.786744299771255	0.801241341860425	0.37072349724299	1
"Gm44140"	0.836202048296882	-1.03804170552567	0.801188937757942	0.370739143776163	1
"Tslp"	-0.904710837977322	-1.15639076852642	0.801184241808143	0.370741711189546	1
"Kank2"	0.143515409565118	5.64950552471899	0.800478256946884	0.370951426048575	1
"Dbndd2"	0.579952531546044	-0.346840381255737	0.800051151474277	0.371079085245382	1
"Acd"	0.193025519330922	3.30315220333102	0.799930709689776	0.371115095641247	1
"Rspo1"	0.835103448341682	-1.03522518165864	0.799924258155001	0.371117024696895	1
"Gm20632"	0.325935501045427	1.28138262619694	0.799868696045344	0.371133638749872	1
"Trank1"	-1.15334535902054	-1.49205272011034	0.799629098545493	0.371205294535403	1
"Btla"	-0.3492198565596	1.02243848996001	0.799381376315173	0.371279400478651	1
"Enpp5"	-0.153121239270757	4.5370798933339	0.799277216997773	0.371310565840777	1
"Gm19426"	-0.344929657644633	1.07447409238073	0.799162941301934	0.371344762313773	1
"Inf2"	-0.143422847600007	6.01249940386978	0.798804867605425	0.371451942702441	1
"Gm17435"	0.204866469779165	3.0651577953171	0.798702561096632	0.371482573529502	1
"Plb1"	-1.15259899065632	-1.49188041275641	0.7986474266439	0.371499082387132	1
"Depdc1a"	-1.15227044776522	-1.49051775195078	0.798530263356775	0.37153416788415	1
"Gm6054"	-1.15227044776522	-1.49051775195078	0.798530263356775	0.37153416788415	1
"AC133499.1"	-1.15227044776522	-1.49051775195078	0.798530263356775	0.37153416788415	1
"Gm22378"	-0.902750197490173	-1.15359644838818	0.798505514437627	0.371541579741027	1
"Rpgrip1l"	0.292217437741445	1.70049263327365	0.798457593122543	0.371555931901664	1
"Sgms1"	-0.154315385831783	4.47326016394502	0.798397431092278	0.371573951183367	1
"Icam4"	-0.902737699181797	-1.15497042043743	0.798238504447238	0.371621557577664	1
"Fntb"	-0.241203490754741	2.42421362656756	0.798121384521007	0.371656646245589	1
"1700007K13Rik"	-1.15182625922781	-1.49055683733361	0.798006061528385	0.37169120108292	1
"Pdgfra"	0.212618233653226	2.91839270222133	0.797859534953821	0.371735112090541	1
"Cxcr2"	-1.15152151654915	-1.4903452776626	0.797545803311822	0.3718291554076	1
"Bicdl2"	-1.15118428896572	-1.48898140260057	0.797420072828985	0.371866853357533	1
"Npm2"	0.834389337344872	-1.03974995901013	0.797335145355274	0.371892320305979	1
"Llph-ps2"	0.561611853768082	-0.281229494488272	0.797203249511685	0.371931876352644	1
"Srsf7"	0.14311307836869	5.72106654075326	0.797138876961542	0.371951184051826	1
"Gm27184"	-0.298984682635988	1.62557831020166	0.797117086887462	0.371957720015153	1
"Itgb6"	-1.15107712954546	-1.49038436879673	0.79702170072427	0.371986333118493	1
"Fzd2"	-1.15107712954546	-1.49038436879673	0.79702170072427	0.371986333118493	1
"Gm26884"	-0.539566287247071	-0.185991187800881	0.797000165661531	0.371992793443187	1
"1700056N10Rik"	0.658820832403419	-0.605388763382531	0.796453097093494	0.372156961699955	1
"Eif5a"	-0.149446571287423	7.73503699976235	0.795800798608277	0.372352840539719	1
"Cfap100"	-0.40585082970058	0.549577730757041	0.795543606759777	0.372430112362204	1
"Polr3a"	0.146903204618588	4.9198425560789	0.79504780467949	0.372579136575039	1
"Rnf157"	-0.307037528868701	1.52663527278818	0.794992516318929	0.372595759876345	1
"Gm13556"	-0.720342124637423	-0.784902651091858	0.794336919083384	0.372792954460418	1
"Gm20470"	-0.176171484194601	3.66131764917705	0.794320547131321	0.372797880785933	1
"1700034P13Rik"	0.252310223772658	2.22576706616032	0.794287904369642	0.372807703275056	1
"Tctn1"	-0.181131620216208	3.54228684793455	0.794277758315263	0.372810756384289	1
"Tril"	-0.598111206499842	-0.416566972638396	0.794076570354205	0.372871304270069	1
"Stxbp5"	0.157021869502589	4.31279519578256	0.793985484531265	0.372898721241103	1
"Gm996"	-0.900070519152404	-1.15454866318197	0.793720059301877	0.372978630729834	1
"Rae1"	-0.149168051618091	4.73062610834687	0.793622920877911	0.37300788142278	1
"Dusp2"	-0.900061144929739	-1.15592191681442	0.793462462622454	0.373056206258115	1
"AC153955.2"	-0.900061144929739	-1.15592191681442	0.793462462622454	0.373056206258115	1
"Gm25301"	-0.719913595884704	-0.784731909279607	0.79339299565023	0.373077130181009	1
"Gm26558"	0.292677845956369	1.68422138742937	0.793093560988375	0.373167340736192	1
"Spdye4c"	0.544378672158953	-0.215434094426915	0.79293429632565	0.373215334775509	1
"Rian"	-0.47447505736155	0.117003917021781	0.792940719805105	0.373216030608149	1
"Fut4"	-1.14827615150148	-1.49272161140086	0.792885050824706	0.373230176543001	1
"Upf3b"	0.146790055955691	4.91071350603878	0.792733823161341	0.373275759188357	1
"Gm16048"	0.201731605294962	3.10900850641827	0.792606804980044	0.373314050698301	1
"A530017D24Rik"	-0.233469331962078	2.55224773657224	0.792367987509135	0.373386060652329	1
"Gm12020"	-1.14783537604263	-1.49276062786963	0.792367031438653	0.373386348972636	1
"Fam214a"	0.150828834968644	8.14353833831787	0.792334848931865	0.373397766626935	1
"Cbx3-ps6"	0.830915611289149	-1.03420479388219	0.792328502237809	0.373399670364678	1
"Ilf2"	-0.157925942365152	4.26838593988196	0.792006173746384	0.373495194392973	1
"Chtf18"	-0.899007375648586	-1.15441835634878	0.791946982564118	0.37351305245747	1
"Kntc1"	-0.898535606977847	-1.15583309476381	0.790961696789914	0.373810490326369	1
"Pygl"	-0.150260101098216	8.02387644158599	0.790920223108417	0.373823017669646	1
"Sgpl1"	0.143110995191095	6.1549384964468	0.790817541641706	0.373854035677007	1
"Gm14582"	-1.1463044255096	-1.49126534815934	0.790732813002025	0.373879633211839	1
"Ltb4r1"	0.439833555760817	0.31372851914542	0.790222778218681	0.374035358297271	1
"Prmt7"	-0.165113254496051	3.99036324896148	0.789995825797863	0.374102389485566	1
"Mtnr1a"	-0.250846288893063	2.24355934422608	0.78983654450931	0.374150557107526	1
"Gm20509"	-1.14555354781683	-1.4910929553837	0.789751055940578	0.374176412951144	1
"Lars"	0.143431660611107	5.30040541094131	0.789700932894013	0.37419157372933	1
"Ncaph2"	-0.147606696337726	7.45503092992051	0.78936526779204	0.374293124953037	1
"Mgl2"	-1.14511108694497	-1.49113202286355	0.789231836650021	0.374333503586657	1
"Csmd2"	-1.1447586138421	-1.48976878356659	0.789083524420877	0.374378392669004	1
"Slfn2"	-0.266982945645617	1.99516624104638	0.789081363314309	0.374379046818466	1
"Plekha3"	-0.15621434896324	4.33113960454333	0.789023578347308	0.374396538454486	1
"Mir192"	0.829089668607049	-1.03466828674476	0.788975495294575	0.374411094173291	1
"Fer"	0.199965199502277	3.13919491231626	0.788733251464729	0.374484438382051	1
"B3glct"	-0.31944985537306	1.32790847518777	0.787581582063984	0.374833405299763	1
