"GeneID"	"logFC"	"logCPM"	"F"	"PValue"	"FDR"
"Slc38a4"	0.642729747855984	10.033561788757	13.3730293804161	0.000255329998171615	0.00637464735257379
"Ebp"	-0.605020945407411	7.19477559352269	13.3687999563471	0.000255906406759854	0.00638317965986505
"Cnst"	0.615473438225007	4.72104575057014	13.3687660569883	0.000255911032040398	0.00638317965986505
"Cldn1"	0.58881681117725	5.66190179809747	13.3647391187978	0.00025697160977627	0.00640663845625855
"Mrps28"	-0.705292487117165	3.8175611532055	13.3465620282621	0.000258958758382733	0.0064531651732807
"Zyg11b"	0.604055239492379	4.93365472216268	13.3384442196848	0.000260082119282226	0.006478133197976
"Ubb"	-0.625872355150603	8.47812363621942	13.3310558836243	0.000261108803193683	0.00650067101110246
"Gm26635"	1.51953710140716	0.96639439897096	13.318474033651	0.000262866588932161	0.00654138111907537
"Btbd7"	0.625627872011485	4.56722582895418	13.3135345600623	0.000263762692631105	0.00655912008519204
"Ago1"	0.636166889908862	4.43943971946023	13.3116474160742	0.000263825308845278	0.00655912008519204
"Swi5"	-0.596350887777662	6.73589578309095	13.3009881701037	0.000265329330313175	0.00659282418308915
"Ski"	0.591313025889319	5.29572474135146	13.3011731022407	0.000265428117355641	0.00659282418308915
"Prox1"	0.609836653500469	7.56866615334935	13.289754854236	0.000266923707653266	0.00662688719144936
"Scpep1"	-0.593546166026145	5.21088970089819	13.281061139738	0.000268164258201253	0.00665458961293555
"Pnmal2"	-3.80865644162041	-0.737263498599464	13.2918166565654	0.000268757767580928	0.00666621718909587
"Fhl1"	-0.877641683292405	2.92489661624842	13.2635045701972	0.000270687242450479	0.0067109555977976
"Gm9768"	-1.88562690574713	0.407796150594198	13.2627072479534	0.000271027911738673	0.00671546632661892
"4930404N11Rik"	-0.840987243356817	3.08668834298743	13.2605025539041	0.0002711210394849	0.00671546632661892
"Il1b"	1.41715338532441	1.18448180746267	13.2588159968828	0.000271365057530326	0.00671546632661892
"Gm16731"	-1.07791072691308	2.14071990454307	13.2587634928295	0.000271372657586085	0.00671546632661892
"Abcb1a"	-1.30002268832002	1.51055339018108	13.2538181490839	0.000272089467647897	0.0067300831559658
"Gm15710"	0.956826214104309	2.61561711273377	13.2486778453	0.000272836559496396	0.00674415782169464
"Il2rb"	1.35541246712274	1.33435967632366	13.2481643612789	0.000272911302776577	0.00674415782169464
"Mpdu1"	-0.589546345873124	6.29091421439037	13.2441115293668	0.000273501962116143	0.00675562508554749
"Bex3"	-2.00432099094798	0.259071521290131	13.2405571196027	0.000274021042022504	0.00676531450949867
"Fam35a"	-0.60470565565333	4.85489015493562	13.2385030405084	0.000274321468862813	0.00676959913424498
"Slc13a2os"	2.50773369222706	-0.183008992801674	13.2356305382819	0.000274742154063596	0.00677434909777573
"Stx8"	-0.677083026477854	4.02252682060349	13.2354549261929	0.000274767893981344	0.00677434909777573
"Arsa"	-0.592537567781565	6.57729180811167	13.2266266759094	0.000276065011106442	0.00680318546769607
"Pcgf5"	0.659912012261807	4.16398118899258	13.2215591145048	0.000276812364465011	0.0068184534078032
"Rpl6l"	-0.701711620917155	3.81894792098153	13.2195482945544	0.000277109480880286	0.00682262211970738
"Cyp2u1"	-0.587927756985789	5.35603039847833	13.210596675362	0.000278532443314806	0.00685449328790352
"Vps13a"	0.646683112625186	4.28621268330075	13.2037358290203	0.000279457144143749	0.00687407884347693
"Map3k12"	-0.588805881393089	6.31342358182987	13.1992040751342	0.000280282256335945	0.00689119779829109
"Snrpf"	-0.842894937536073	3.06861971942744	13.1950505469825	0.000280755160869865	0.00689964536982492
"Isyna1"	-1.00660684299819	2.38882014230802	13.1840565413981	0.000282837906131215	0.00694762928444692
"Dnajc30"	-0.63167373060541	4.46292034319224	13.1796594888224	0.00028307030341472	0.00695013801108401
"Bmp1"	0.611809689171347	7.81422212319555	13.1787461783689	0.000283208288084422	0.00695032741222087
"Cxcl9"	-0.834562730128023	3.09730900657937	13.1734132249105	0.000284102504828832	0.00696906709891159
"Tmx1"	0.604116012250527	4.829912249016	13.1643574348459	0.000285470218467819	0.00699752825524258
"Slc25a13"	0.61492819763007	8.00478321600336	13.1634782103611	0.000285525069099453	0.00699752825524258
"4930404H11Rik"	-0.599127830812708	4.95702993982632	13.1622636286185	0.000285710189656924	0.00699885020604494
"Hsd17b7"	0.584142414595274	5.71010666611371	13.1628684087593	0.000285923138671163	0.00700085232561842
"Rab6a"	0.583124067874035	5.8287229552874	13.1575750518329	0.000286425935164005	0.00700994629302988
"Snapc2"	-0.738821817266853	3.57305566023404	13.156020200528	0.000286663693474501	0.00701254838970428
"Slc25a22"	0.616609035440109	8.1281668504069	13.1531420487739	0.000287104327904472	0.00702010871067247
"Rhod"	-0.603132697254516	4.86280608636622	13.1527640205266	0.000287253161759668	0.00702053043488941
"Ephx1"	-0.625770610959736	8.7696169882134	13.1501406758566	0.000287564554340042	0.00702188039941661
"Ccdc189"	-0.707263849606546	3.76688829522749	13.1509284915487	0.000287621045870673	0.00702188039941661
"Cyp2c39"	-0.924854830270787	2.72514315741399	13.1491604503321	0.000287824379474923	0.00702188039941661
"Twf2"	-1.10591667590127	2.03035808805004	13.1483802342807	0.000287834844029841	0.00702188039941661
"Gm45444"	-1.83715831885529	0.45030728360452	13.1440010701974	0.000288508311197845	0.00703509320262278
"Ikbkg"	0.595034412555856	6.91309330474458	13.1423802089085	0.000288757984404873	0.00703796470623718
"Tbxas1"	0.892670418674731	2.84657464945835	13.1404301906153	0.000289058648773247	0.00704207583926896
"Fnbp1l"	0.605326611116859	4.78708767473792	13.1242034451746	0.000291663650612008	0.00709964480299341
"Ep300"	0.586948522319842	5.30017327439452	13.1251781552478	0.000291687841511472	0.00709964480299341
"CT010505.2"	1.13846713662436	1.92259121249866	13.1214782567487	0.000291997250444644	0.00710393493067628
"Rida"	-0.630436704708304	9.17887569584923	13.1186275152843	0.000292441872063903	0.00711125692106213
"Chd6"	0.584781979824208	5.41464283365682	13.1186666846318	0.000292564784393218	0.00711125692106213
"Myot"	-6.29689241618846	-0.401394584604944	16.3921881558696	0.000293421952364994	0.00712884400024114
"4932422M17Rik"	0.727920493548141	4.14333438301118	13.7456783567568	0.000294188679985795	0.0071411087021983
"Gm5879"	1.94344421186881	0.304771322281754	13.1074330104987	0.000294194458182892	0.0071411087021983
"Pik3ca"	0.588277228738266	5.2446996650986	13.1029635976147	0.000294897133543852	0.00715490985264444
"Emp1"	-1.3878100411043	1.24247573949463	13.1001256024173	0.000295344197582772	0.00716249953346984
"Csnk2b"	-0.581987014331633	5.76896659346115	13.0814782520205	0.000298298723094517	0.0072291231297023
"Cideb"	-0.616279053525927	8.22373408968668	13.0810784105815	0.000298362400082553	0.0072291231297023
"Psme2"	-0.583588616960892	5.48652898788446	13.0730220296398	0.00029973087670479	0.00725898386964623
"AC148328.2"	-1.52189528895216	0.937067695433829	13.0631433500994	0.000301232797725215	0.00729204784801877
"Fam131c"	-0.756752020233575	3.45857554441538	13.0543995380215	0.000302642271160621	0.00732284494024156
"Peak1os"	1.59686142544001	0.782334124776624	13.0470254886233	0.00030383611062263	0.0073483989166134
"Sgtb"	1.05231560639877	2.19472405474277	13.0436532303556	0.000304383651576886	0.0073558893450305
"Gm4952"	0.616027710163786	8.26589854197846	13.0442993381159	0.000304421563432747	0.0073558893450305
"Fam210b"	0.587288359226332	6.50306778050145	13.0338441724557	0.000305981973746653	0.00739024728171352
"4930590L20Rik"	1.33168972818044	1.37562110419941	13.0174442594666	0.000308673157044093	0.00744946071018679
"Dalrd3"	-0.580701279552812	5.70749020907957	13.0169824982924	0.000308749275321008	0.00744946071018679
"Gm17720"	0.635380066995105	4.36056403131403	13.0176061026589	0.000308852493597983	0.00744946071018679
"Tmod1"	-0.747915486406257	3.49908445993418	13.0071671160726	0.000310371760582339	0.00748272234177567
"Gm17018"	-0.686313668975698	3.89064775916763	13.0028088937305	0.000311094929260717	0.00749676953967798
"Aplp1"	-2.48708049875878	-0.181097624348347	12.9985851693209	0.000311797401509927	0.00750990657860806
"Gm8163"	-3.23008810262526	-0.565146034537198	12.9978394211944	0.000311921597252178	0.00750990657860806
"Top2a"	-1.49769621913611	0.977038968905047	12.993664262634	0.000312617843644545	0.00752327461072053
"Cldn12"	0.579908762234488	5.75219355624216	12.991705636093	0.0003130690386756	0.00753073598758308
"Gm11714"	-5.23290836310918	-1.04124767512642	12.9868855556233	0.000313751594862939	0.0075437534207852
"Tyrobp"	-0.975645761872017	2.48612075383537	12.9778446506979	0.000315270157650436	0.00757685077528095
"8030462N17Rik"	0.764420849468195	3.40399737745105	12.9768236834962	0.000315442110260334	0.00757756997240863
"Arl8b"	0.580005139931812	5.98943393153934	12.9745462915776	0.000315826012344847	0.007583377694255
"Pdss2"	-0.596708228769982	4.91324625048732	12.9728020867929	0.000316120353117235	0.00758703067920101
"Ccdc57"	-0.868092071313257	2.92334654285794	12.9698561980427	0.000316618110567608	0.00759556027568057
"Scap"	0.592596809135153	7.02072828403934	12.9588820459437	0.000318479343829944	0.00763677682308269
"Ogg1"	-0.803861654259478	3.21449371678207	12.9570766220231	0.000318786601618631	0.00764071049243433
"Gm16537"	0.626743687505099	9.23051670186479	12.9521337476886	0.000319629339637186	0.00765746931192762
"Itpr2"	0.587464019552656	5.16355551779738	12.9507573198194	0.000319864414069225	0.00765966161752035
"Tsfm"	-0.703049926370006	3.75203164611654	12.9399222434267	0.000321720989915492	0.00770066396364344
"Gm13773"	1.04676605616378	2.29363265182395	13.0986108899634	0.000322635199084359	0.00771908330795866
"Gys2"	0.612898666790975	8.23621989303698	12.9311910595626	0.000323389597406075	0.00773366436145509
"Cggbp1"	0.588282668463627	5.11165522813032	12.9278268309906	0.000323806361567441	0.00774016165264682
"Ube2z"	0.580954983787289	5.39643980664392	12.9240578079688	0.000324458960638681	0.00775228792071454
"Bloc1s2"	-0.675664525192908	3.95962047267835	12.9037795531889	0.000327992933256116	0.00783321708505531
"Nt5e"	-0.698021245178781	3.77667815909165	12.9044904894946	0.000328277550620136	0.00783650655849491
"Gm45760"	0.589249412025163	6.88978766675603	12.901368595115	0.000328560041406932	0.00783974234757783
"Gpalpp1"	0.660219400919851	4.08438002083019	12.8958247193767	0.000329389830842065	0.00785602845101326
"Phip"	0.639235541805198	4.28064267317141	12.8923497426977	0.0003300019305998	0.00786711036786915
"Dvl3"	0.634163816001837	4.34173764622353	12.8887386288165	0.000330639225581629	0.00787878276125799
"Naga"	-0.589979372986436	5.03893562903098	12.8813913936679	0.000331939711072622	0.00790624080573999
"Acss2"	-0.598538287200123	7.4665896738885	12.8801680305519	0.000332156750879962	0.00790788002217698
"Serinc4"	-0.578470281929975	6.04328662791133	12.8772363883706	0.000332677443157847	0.00791674381124023
"Gm10532"	1.19084202976054	1.74608733402433	12.8710738145536	0.000333774670154474	0.00793931340916256
"Icam1"	-0.68823263899618	3.84653268677167	12.8675728354254	0.000334399633283977	0.00795063441827096
"Ubc"	-0.61380961331372	8.42161866619974	12.8596875393159	0.000335811570578545	0.00798064798444415
"A630076J17Rik"	1.24171223837821	1.61191594083091	12.8538826481161	0.000336854832191081	0.00800187705337968
"Acox1"	0.639392990882484	12.4209587005442	12.8510236397451	0.000337369857096584	0.00801054471992614
"Avpi1"	-0.637919439420962	4.29137112847057	12.8468295497415	0.000338126822322009	0.00802494677550985
"Atraid"	-0.576223127040678	5.75811081491353	12.829229628282	0.000341322042758578	0.00809717872267605
"Iah1"	-0.582810017167631	6.53789631367575	12.8188857182548	0.000343214142397634	0.00813665906011939
"Nudt16"	-0.870620242501985	2.89317383424482	12.8184652480599	0.000343291277797476	0.00813665906011939
"B230354K17Rik"	0.895556170060271	2.78949054422652	12.8137380737103	0.000344159683625074	0.00815231003094183
"Gm36287"	1.35812634927911	1.27048830984703	12.8132079829062	0.000344257202026352	0.00815231003094183
"Dus2"	-0.595631163199532	4.84519263509999	12.8120822757654	0.000344464385698142	0.00815359732482385
"Herc1"	0.575499121239989	5.93218322875939	12.8084482537114	0.00034513407724396	0.00816484777927836
"Rdh11"	-0.602939088865285	4.72155979194685	12.8078429540365	0.000345245751692538	0.00816484777927836
"Card6"	0.685434775024103	3.85196835802998	12.8041615495551	0.000345925735735158	0.00817730428829325
"Ank"	0.601814499189832	4.73502138336416	12.7971118199638	0.000347231647668159	0.00820106882065223
"Kctd9"	0.650945709770265	4.14646787486576	12.7975708096936	0.00034723847704634	0.00820106882065223
"Fabp1"	-0.63768763328014	12.1450586955141	12.7940653089731	0.00034779752948969	0.00821063787206346
"Scarb2"	0.591553985994615	7.19415751436976	12.7881123250437	0.000348905967149454	0.00823316234645062
"Kin"	0.592410163772529	4.89868653353876	12.7694948068406	0.000352395571781658	0.00831183065484828
"Herc4"	0.574137315389618	5.89180846341157	12.7672590129458	0.000352817001960785	0.0083180934624895
"Mzt2"	-0.6725687348976	3.95795736969037	12.7648586266463	0.000353270022378129	0.0083250951872528
"Noxred1"	1.87290938334319	0.352024944152892	12.760129071667	0.000354164339883405	0.00834248566260455
"Ccdc80"	-0.826933082488337	3.06638794910075	12.7464223583158	0.000356769078473236	0.00840013267598525
"Hykk"	0.587200116071819	6.99963966007816	12.742636586224	0.000357491902276649	0.00841343866879845
"Cuedc2"	-0.622415026111781	4.44128773766692	12.7367716075176	0.000358614630186391	0.00843614037228154
"Tpt1-ps3"	-0.57428555096167	5.73225479216522	12.7315329143237	0.000359790776682611	0.00845725058552434
"Dmac1"	-0.759624311352348	3.39277478094652	12.7304485021464	0.000359829041087479	0.00845725058552434
"Rfx4"	0.666241401183203	4.00490096785986	12.724246798005	0.000362149614645902	0.00850804420528525
"Gypc"	-0.859328302676901	2.92415854545447	12.712962954948	0.000363208940915448	0.00852917545099554
"Siva1"	-0.95613085386206	2.52867072342136	12.709489843446	0.00036388408449791	0.00854127037405059
"Nol12"	-0.701362134679468	3.71896637631364	12.7065398564594	0.000364458531160775	0.00855099209015868
"4931431C16Rik"	1.51286928109125	0.894096669862308	12.6971634002657	0.000366391827684907	0.0085925728274606
"Plac8"	-0.907489885222397	2.7306015257054	12.6891149803424	0.000368208914436414	0.00863139288748945
"Hsf4"	-0.783333551728098	3.26686558585654	12.6838234749969	0.000368912809967835	0.00864261284421613
"Iws1"	0.587123686708827	4.97887807140451	12.6837984296525	0.000369011528107592	0.00864261284421613
"Mrpl45"	-0.58116379876346	5.17230630708593	12.6824469334012	0.000369184483112511	0.00864286956011487
"Ncor1"	0.587088318282641	7.08232552972118	12.678712185877	0.000369922586779612	0.0086563507773915
"Leng1"	-0.708086114608749	3.67858177033434	12.6785537384915	0.000370426702715077	0.0086643471591221
"Gpr157"	1.1348934760868	1.8679261972757	12.6654229826132	0.000372561043575066	0.00871045107706421
"Clpx"	0.602530903625598	7.80623802311291	12.6940314998197	0.000374523951628355	0.00875250827473833
"Slc6a6"	0.573819102305299	6.0979752054331	12.6541608631921	0.0003748118950732	0.00875540238084083
"Oplah"	0.601989374179891	7.96058695486891	12.6511122881826	0.000375423540059721	0.00876267968397997
"C1qb"	-0.615627665524118	4.49777213614785	12.6509710073625	0.000375451910062756	0.00876267968397997
"A830035O19Rik"	0.974662127796115	2.42553193620397	12.6380796331768	0.000378558893912508	0.00883133041841453
"Ccdc17"	-0.859015496174711	2.91541651300341	12.6327731089761	0.000379124290487014	0.00884065483844128
"Acsl4"	0.574071121316353	5.39499673020847	12.6280220388824	0.000380089018577498	0.00885927890264974
"Gm11337"	1.20871564411414	1.66167382967797	12.6269356652335	0.00038103309233588	0.0088774054914394
"Dnajc16"	0.643085823021144	4.17460962357773	12.6072867719722	0.000384328487695959	0.00894796967981297
"Krt18"	-0.597565601486796	7.77174782306135	12.6069523574102	0.000384397250503839	0.00894796967981297
"Med14"	0.640824042488481	4.18977967170755	12.5901140652774	0.00038787565686514	0.00902500214597725
"Gm42596"	-2.63033452239083	-0.311949720641199	12.58835721313	0.000388240406730579	0.00902955118583112
"Ppp4r2"	0.589141115586638	4.86502272578871	12.5809848978786	0.000389916928615394	0.00906459167425582
"Tmem191c"	-0.642711168925353	4.17320812573299	12.5766560903942	0.000390678584533047	0.0090783425612333
"Prelid1"	-0.584914898884104	7.09514924051486	12.5728873980028	0.000391467155760765	0.00909270664401571
"Lrp2"	2.33659228878005	-0.120518149683974	12.5717854380346	0.000391698036039995	0.00909411023361264
"Gchfr"	-0.570254957084814	5.76666062025057	12.5665557384978	0.000392913478609358	0.00911836138505658
"Mrpl49"	-0.584783238916339	4.97776117016463	12.5649390179126	0.000393135564329484	0.00911954859290041
"Crbn"	0.586456977310425	4.9226595322644	12.5638630382029	0.000393361968936115	0.00912083491032098
"2010320M18Rik"	-0.911998619760823	2.69820740950471	12.5545306365271	0.000395331192546547	0.0091596640120771
"Gm29669"	-0.871282895365648	2.849866359058	12.5543001864799	0.000395379945266687	0.0091596640120771
"Gm9761"	1.09807488401598	1.96882202463629	12.5517376249271	0.000395922475291808	0.00916825165982806
"Ubn2"	0.57192523596167	5.4048246001558	12.5443836948982	0.000397588692261969	0.0092028414309123
"Lockd"	-3.74509884422689	-0.780759655289855	12.5311068436997	0.000400317751029488	0.00926199174790818
"Kif13b"	0.569913862840397	6.0109993744028	12.5268630093683	0.000401227963399225	0.00927902710500168
"Tmem268"	0.84789421116435	2.94077635408957	12.5252823046644	0.000401567524405306	0.00928285620866391
"Smox"	-0.93773889630753	2.58265864695393	12.5240592926799	0.000401830446128561	0.00928491112702344
"Kmt2c"	0.56960787854907	5.64883137087478	12.519536483837	0.000402804263947293	0.00930338350406056
"Hsd17b10"	-0.598324466248577	7.93310337436687	12.5169510263645	0.000403609910241634	0.00930952944168928
"Decr1"	0.608238041331563	8.61843015500298	12.5152222989562	0.000403735380991735	0.00930952944168928
"Prr13"	-0.582295357248874	5.01567444215541	12.5151306102801	0.00040375519341884	0.00930952944168928
"Tomm40"	-0.574823312838683	5.25374313836515	12.5150698693472	0.000403768319083631	0.00930952944168928
"Sft2d2"	0.568702127327768	5.78204898014712	12.5047692145504	0.000406000452101557	0.00935695124016171
"Zkscan1"	0.570017086226731	5.50329211065391	12.4896394162374	0.000409301644096197	0.00942895967938877
"Prox1os"	0.577723480681644	5.13332272255125	12.4865797334738	0.000409972525493417	0.00944033843446278
"Slc1a5"	-1.03532258978587	2.1731113653949	12.4847223294394	0.000410380330256468	0.00944565218299108
"Gm11626"	-0.643552867974933	4.14393875119705	12.4769177641771	0.000412098349193528	0.00948110531458488
"Smad4"	0.588541089242174	4.81652939608514	12.4749347827282	0.000412653084119415	0.00948977586078583
"Camta2"	0.575608418305381	6.61374977958779	12.4668909088616	0.00041442141293692	0.00952633590884252
"Arl3"	-0.775718807650409	3.27210505227051	12.4507362412153	0.000417914867744617	0.00960250298827671
"Kcnt2"	1.12913493858078	1.86089260139791	12.4425879720115	0.000419887894246994	0.00964368438302189
"Cbx5"	0.59074727440375	4.76702504095077	12.438327827645	0.000420700396725122	0.00965818772223555
"Gss"	-0.572374262834414	6.40490588530106	12.4342386269205	0.000421622467400175	0.0096751929046028
"AC130823.1"	3.19065282477258	-0.603826033887748	12.4275605911027	0.00042313267854823	0.00970567403206523
"Snhg18"	-1.23715447650099	1.57126363931907	12.4220190648501	0.000424390015426159	0.00973033111002658
"Naaladl2"	-0.642338608897391	4.14035640304235	12.4183231957085	0.000425230679277314	0.00974541771111792
"Arhgap35"	0.57205428972392	6.42380037075626	12.4112091325508	0.00042685357953623	0.00977841091841841
"BC055324"	0.57727801120762	5.07681286124008	12.4021439040817	0.000428930649514528	0.00982177551225262
"Rhot2"	0.693318026891806	3.71038138331717	12.3982186172106	0.000429833191645902	0.00983821976571591
"Apopt1"	-0.605024493178054	4.55568982848686	12.3947310006307	0.0004306367076241	0.00985238433184761
"Nlrc5"	0.568037355765063	6.12549672250353	12.3915889899931	0.000431770394227996	0.00987067930453438
"Gm44503"	-0.977122259943629	2.38243629085971	12.3911316582896	0.000431806374464102	0.00987067930453438
"Pdpk1"	0.582368309395887	4.91882061710522	12.382286046809	0.000433516287893503	0.00990552227322572
"Rpp38"	-1.16559047141936	1.74942764411118	12.377638773147	0.000434596574396443	0.00992595506582767
"Cpq"	-0.569215908107243	6.25553457663862	12.3711966142616	0.00043609858664362	0.00995599824270306
"Dhx9"	0.565674463262603	5.94754601500192	12.3687630560272	0.000436797267657275	0.00996768375591043
"0610031O16Rik"	0.578251750267655	6.98893966838463	12.3663201383538	0.000437239036521022	0.00997349906605648
"Ephb4"	0.611028879484266	4.46090028156835	12.3565162067182	0.000439540973896826	0.0100217220428707
"2210016L21Rik"	-0.589380788057061	4.76305498556296	12.3531048794905	0.000440344809088852	0.0100357610419981
"Ntpcr"	-0.754709768641596	3.35913845771514	12.3520952672365	0.000440582995520345	0.0100369020324496
"Qpct"	0.718294340772607	3.55479558923245	12.3516890998176	0.000440827866654884	0.0100381942678779
"Eif2ak3"	-0.640633608317413	4.13613485312001	12.3438906200689	0.000442523452617237	0.0100712799420361
"Nedd8"	-0.56871420179326	5.3277522204843	12.3433215559394	0.000442658359681269	0.0100712799420361
"Necap1"	0.567951451514115	5.33841915543652	12.3343960325912	0.000444779756587748	0.0101152320346232
"Rbx1"	-0.575360391364263	5.09977678871866	12.3331499226073	0.00044507674399384	0.0101176734223704
"Slc25a5"	-0.604055331824535	8.64835561358135	12.3280623661192	0.000446291347209804	0.0101402969204751
"Gm13050"	0.678320648513195	3.80544085124222	12.3273901866232	0.00044645207328915	0.0101402969204751
"Sesn3"	0.597101226217666	4.63328289351534	12.3239571239552	0.000447387516966895	0.0101572196564829
"Colec11"	-0.575273275004864	5.08226165119035	12.3218977179493	0.00044776757804016	0.0101615242837842
"Fbxo30"	0.706738359251389	3.61471334443395	12.3203076376651	0.000448149148791208	0.0101658594963679
"Pds5b"	0.637771119089899	4.15048202394358	12.3185765601829	0.00044856492762124	0.010170966673768
"Abhd18"	0.56702684356838	5.37527857472988	12.3130851389028	0.000449886462309403	0.0101965983107874
"Gm28071"	2.11167705863951	0.0536119033287041	12.2986067403984	0.000453527356911627	0.0102747537466268
"CT030159.3"	0.595665064964669	4.64438956736448	12.2902697062353	0.000455419301425437	0.0103132368374157
"Nop10"	-0.595860310822561	4.64284198983026	12.2872375724854	0.00045615975769752	0.0103256222114704
"Myl2"	-5.18111684781872	-1.0892208942492	12.2886086851316	0.000456408359422778	0.0103268681935044
"Ankrd28"	0.578833287597696	4.94683793034785	12.2764073977511	0.000458814452600352	0.0103769086433178
"Slc20a2"	0.569853606230039	6.51417594709764	12.274498492499	0.000459283977487757	0.010383126292756
"2310061I04Rik"	-0.583303357889284	4.82659898077269	12.2600170113541	0.000462861750777808	0.0104595777167507
"Zbtb2"	0.886211133895391	2.7462741365756	12.2346219084714	0.000469203874057028	0.0105984057123474
"Dennd2d"	-0.619308438420858	4.3212171664347	12.2306065109941	0.000470214670718841	0.0106167428382828
"Fgf9"	-1.94796167581343	0.211926939492472	12.2234720636165	0.000472302056039333	0.0106593619271855
"CT009718.2"	0.929888835925593	2.55293761220422	12.2203097004429	0.000472816743118232	0.0106664658332292
"Car14"	-0.562794741435536	5.63156845353084	12.2150557014595	0.000474150057878865	0.0106920236847046
"Rpl21-ps15"	-0.98458408926021	2.32124613628382	12.210778793806	0.000475238215956849	0.0107086924341875
"Obox4-ps3"	1.40868166055594	1.06061619342829	12.2110854706352	0.000475290680639439	0.0107086924341875
"Manea"	0.626694157506674	4.23300666381821	12.2016339395597	0.00047757337132305	0.0107555812917681
"Acad12"	-0.587847644454326	4.72453352635156	12.2003263774086	0.000477908204656147	0.0107576844222152
"Zfp872"	-1.1664292800342	1.7212769746076	12.1996948023448	0.000478070019775312	0.0107576844222152
"E230016M11Rik"	-0.710803899438055	3.57148033492864	12.1945041447591	0.000479402008578689	0.0107831093438865
"Fbxo40"	-1.6349672847603	0.631761980933817	12.1911322523427	0.000480488742055863	0.010802998674634
"Mbl2"	-0.593961765675322	8.16807108005324	12.1892123541653	0.000480763805153616	0.0108041291565013
"Ogfod2"	-0.588729191761717	4.71465747224522	12.1890850621601	0.00048094402838998	0.0108041291565013
"Exd1"	0.730264951198782	3.45895890981964	12.1856849010513	0.000481673732661741	0.0108122213579929
"Gm3807"	1.70891333641891	0.512945538283577	12.1855461483697	0.000481709560248703	0.0108122213579929
"AC156016.1"	1.55302890363566	0.756493083263666	12.1843579778279	0.00048201647011243	0.010814560441509
"Shisa4"	-5.16370869198793	-1.09206479182369	12.1781278831909	0.000483920490342804	0.0108474890682065
"Dusp28"	-0.785159167533456	3.18323103232519	12.1763690441655	0.000484085178817043	0.0108474890682065
"Cfap126"	-1.20142960387213	1.62676079515995	12.1763347425719	0.000484094080396597	0.0108474890682065
"Gm16006"	-5.16270642215249	-1.09214878076677	12.1740788911444	0.000484679857456503	0.0108560555981851
"Gm15241"	-1.10536247426523	1.89886717216641	12.17228446449	0.000485146327136578	0.0108575746946015
"Tmem220"	-0.621155757394138	4.2824035545639	12.1722523173884	0.000485154688057466	0.0108575746946015
"Gm16549"	1.29455381376703	1.33740489063271	12.1637373209987	0.000487374424157267	0.0109026782608229
"Nhsl1"	0.705147934717534	3.59809271356737	12.1625911758006	0.000487673989279041	0.0109032685131003
"Gm16001"	2.10320661743005	0.0434531303597177	12.1620728201649	0.00048780953162466	0.0109032685131003
"Clmn"	0.578912453799377	7.32454218570258	12.1579862852862	0.00048887943245827	0.0109226065158903
"Hmg20b"	-0.577224225087478	4.91768805246427	12.1539225141881	0.000489945722119315	0.0109418476819723
"D5Ertd579e"	0.616653657613067	4.32478137023011	12.1456297595008	0.000492128939475688	0.0109860064049566
"Adcy1"	2.44199319164334	-0.244278730019598	12.1436272875077	0.000492657596506468	0.0109932081749935
"Gm13481"	2.60492248472059	-0.344352437631263	12.1424650956921	0.00049296468053928	0.0109954617896372
"Prkag2os2"	0.891493970288648	2.70793883874065	12.1397693161673	0.000493677725926148	0.0110067646098361
"Vamp8"	-0.568763118811673	6.68743361857577	12.1329418206629	0.000495488288506142	0.0110425174004462
"Gm44732"	-1.37082106111994	1.13843450637532	12.125406270264	0.000497494399922088	0.011082596542398
"Ccdc115"	-0.682911252042446	3.72609322915914	12.1094179788846	0.000501777988988624	0.0111733560294282
"Whrn"	1.44281474851072	0.956521209210425	12.1084257226194	0.000502045058293465	0.0111746391302174
"Zfp281"	0.598307940370175	4.54372793052444	12.1017796849662	0.00050383756557392	0.0112098605654985
"Dstyk"	0.641963452456519	4.05691752663654	12.0977080584478	0.000504938916351594	0.0112296815356843
"Prss36"	-0.777632770910478	3.20588095844664	12.097725699198	0.000505151565023592	0.0112297297702932
"Syt12"	-0.913290091055559	2.61802912071873	12.0945424685537	0.000505796868418688	0.0112393920536203
"Sytl4"	-0.919361621562837	2.58525254715898	12.0933865361771	0.000506110520899984	0.0112410838542673
"Rasgef1b"	0.674629555574953	3.77839372180819	12.0947105174671	0.000506294388353126	0.0112410838542673
"Pcm1"	0.590173204053326	4.64943531218589	12.0926565012515	0.000506526513347516	0.0112415595119093
"Irs1"	0.566857321408378	5.17374555495929	12.0899713496299	0.000507038350245225	0.0112482399586834
"Bmi1"	0.594058745405286	4.60003321666549	12.0887117651226	0.00050738098423198	0.0112511627812672
"Foxa1"	0.819123585728391	4.91369397366708	14.3434693678304	0.000509214146577811	0.0112871218788392
"Bri3bp"	-0.581354242286868	4.77905741843574	12.0768490548004	0.000510619383142838	0.0113135697461876
"Ccnb1"	-2.81733591989517	-0.458445072949792	12.072290723187	0.000511869302800324	0.0113365557958928
"Lrrc71"	-0.749784063280884	3.33914143789891	12.0709303735017	0.000512242916202661	0.0113401229494442
"Cdkn2aip"	0.629847881770742	4.16530092523454	12.0665216501058	0.000513455643249272	0.0113622558831515
